Date,Country,USD_ExchangeRate,Policy_Rate(%),10Y_Bond_Yield(%),Yield_Spread(10Y_vs_US)(%),Equity_Index_Level,Oil_Price(USD_per_bbl)
2023-12-04,India,4.987,4.98,7.16,4.33,1003.08,69.57
2023-12-05,India,5.012,4.99,7.06,4.13,990.51,70.25
2023-12-06,India,5.013,4.99,7.32,4.36,1001.44,70.15
2023-12-07,India,5.006,5.03,7.29,4.28,996.19,69.9
2023-12-08,India,5.008,4.97,7.52,4.55,995.91,69.78
2023-12-11,India,5.007,5.0,7.79,4.92,997.11,69.98
2023-12-12,India,4.992,5.0,7.16,4.11,1007.53,69.74
2023-12-13,India,5.003,4.99,7.2,4.16,995.07,69.82
2023-12-14,India,5.005,5.0,6.89,3.82,1003.66,69.89
2023-12-15,India,4.991,4.97,6.99,4.13,1000.5,70.24
2023-12-18,India,4.996,4.99,7.99,4.84,996.18,70.03
2023-12-19,India,5.003,5.0,7.91,4.9,1001.19,70.14
2023-12-20,India,5.012,5.02,7.29,4.44,997.56,70.16
2023-12-21,India,5.003,5.02,7.96,5.08,1005.69,69.93
2023-12-22,India,5.009,5.0,8.06,5.05,996.8,70.08
2023-12-25,India,5.003,5.02,7.25,4.0,999.44,69.98
2023-12-26,India,4.994,5.0,7.12,4.09,1000.34,69.88
2023-12-27,India,4.991,4.99,7.56,4.43,999.62,69.81
2023-12-28,India,4.999,5.04,7.54,4.49,1004.81,70.31
2023-12-29,India,4.988,4.99,6.73,3.67,1000.8,70.15
2024-01-01,India,4.995,5.03,6.99,3.92,1005.98,70.22
2024-01-02,India,5.004,5.02,7.89,4.84,996.35,70.12
2024-01-03,India,5.0,4.95,7.18,4.17,1005.78,69.85
2024-01-04,India,4.985,5.0,7.19,4.18,1000.1,69.79
2024-01-05,India,4.999,4.99,7.53,4.49,998.61,70.34
2024-01-08,India,4.997,5.01,6.93,3.76,1000.43,70.02
2024-01-09,India,4.999,5.0,7.6,4.52,1000.14,70.34
2024-01-10,India,5.009,4.99,6.3,3.34,1002.07,70.12
2024-01-11,India,5.014,4.98,6.76,3.88,993.31,69.87
2024-01-12,India,5.004,5.02,6.54,3.62,991.1,70.04
2024-01-15,India,4.993,5.03,7.24,4.26,996.79,69.7
2024-01-16,India,4.986,4.99,6.64,3.74,1001.89,70.1
2024-01-17,India,4.995,5.04,6.17,3.16,998.91,69.89
2024-01-18,India,4.993,5.0,6.89,3.93,993.51,69.68
2024-01-19,India,4.997,4.99,6.89,3.9,997.39,69.96
2024-01-22,India,4.991,5.03,6.63,3.67,996.38,69.85
2024-01-23,India,5.0,5.0,6.77,3.8,996.4,70.08
2024-01-24,India,5.021,4.98,7.18,4.17,1003.34,70.14
2024-01-25,India,5.002,5.0,6.78,3.86,999.52,69.74
2024-01-26,India,4.994,5.02,7.07,3.98,1007.35,69.96
2024-01-29,India,5.002,4.99,6.59,3.68,1004.22,70.04
2024-01-30,India,5.018,5.02,6.65,3.57,998.47,70.24
2024-01-31,India,4.995,4.98,6.58,3.66,995.8,69.89
2024-02-01,India,5.009,5.04,6.37,3.24,997.61,70.07
2024-02-02,India,4.983,5.01,6.01,2.98,1001.29,70.04
2024-02-05,India,4.993,5.01,7.21,4.23,1003.36,69.98
2024-02-06,India,5.005,5.0,7.11,4.05,998.01,69.75
2024-02-07,India,5.003,5.02,7.17,4.14,999.79,70.15
2024-02-08,India,4.998,4.99,7.54,4.6,1004.45,70.22
2024-02-09,India,5.006,4.98,6.99,4.01,997.52,70.03
2024-02-12,India,5.008,4.99,6.91,3.93,1005.82,69.95
2024-02-13,India,4.988,4.97,7.15,4.23,1003.34,69.73
2024-02-14,India,4.995,4.97,7.19,4.13,1001.69,69.78
2024-02-15,India,4.993,5.0,6.16,3.18,1007.58,69.96
2024-02-16,India,4.985,4.99,6.67,3.46,1008.33,70.15
2024-02-19,India,4.997,5.02,6.46,3.35,1004.64,69.97
2024-02-20,India,5.011,4.99,6.36,3.26,999.57,70.12
2024-02-21,India,5.018,4.99,6.91,3.76,1003.34,69.86
2024-02-22,India,4.99,4.99,6.62,3.6,1000.39,70.06
2024-02-23,India,4.992,5.0,5.97,2.96,1005.88,69.72
2024-02-26,India,5.005,4.99,7.39,4.37,1002.02,70.01
2024-02-27,India,5.013,5.01,6.65,3.64,998.16,70.03
2024-02-28,India,4.996,4.99,7.09,4.08,1005.32,69.92
2024-02-29,India,4.98,4.99,6.18,3.14,991.63,69.8
2024-03-01,India,4.996,5.03,6.49,3.49,1002.9,70.3
2024-03-04,India,5.008,5.02,7.45,4.57,1001.8,70.17
2024-03-05,India,4.99,4.99,6.59,3.51,999.65,69.94
2024-03-06,India,4.987,5.0,6.71,3.69,994.29,70.04
2024-03-07,India,4.996,4.98,6.31,3.43,998.97,70.02
2024-03-08,India,5.003,5.01,6.63,3.52,997.79,70.09
2024-03-11,India,4.998,5.01,6.9,3.86,999.96,70.16
2024-03-12,India,4.992,4.96,6.48,3.37,999.23,70.02
2024-03-13,India,4.989,5.0,6.49,3.58,997.99,70.09
2024-03-14,India,5.006,5.01,6.22,3.22,999.02,69.69
2024-03-15,India,5.0,4.99,7.25,4.24,997.25,70.19
2024-03-18,India,4.978,5.0,6.12,3.21,1002.62,69.75
2024-03-19,India,4.986,5.05,6.37,3.2,999.14,69.9
2024-03-20,India,5.006,5.03,6.45,3.5,1004.23,70.06
2024-03-21,India,5.011,5.01,7.91,4.9,1001.11,70.06
2024-03-22,India,4.999,5.02,7.14,4.06,1004.72,70.09
2024-03-25,India,5.005,4.98,6.7,3.62,1007.12,69.61
2024-03-26,India,4.994,5.0,6.56,3.64,1002.37,70.32
2024-03-27,India,4.98,5.0,7.23,4.15,1001.6,70.35
2024-03-28,India,5.0,5.03,6.7,3.7,993.94,70.18
2024-03-29,India,4.999,5.01,6.85,3.79,1001.99,69.8
2024-04-01,India,4.991,5.0,7.33,4.14,1001.51,70.2
2024-04-02,India,4.984,5.04,7.34,4.35,999.18,69.78
2024-04-03,India,4.992,5.04,6.54,3.64,996.49,69.76
2024-04-04,India,5.0,5.02,6.72,3.85,1001.46,69.99
2024-04-05,India,5.01,4.99,6.86,3.88,1000.45,69.92
2024-04-08,India,4.994,4.96,6.68,3.61,1004.25,69.91
2024-04-09,India,5.013,5.0,6.33,3.5,1006.09,69.93
2024-04-10,India,4.988,4.95,6.76,3.72,996.51,69.79
2024-04-11,India,4.995,5.02,6.33,3.39,1006.05,70.1
2024-04-12,India,5.002,4.99,7.0,4.06,995.7,69.78
2024-04-15,India,5.008,5.0,7.16,4.14,1002.2,69.95
2024-04-16,India,4.995,4.98,6.28,3.39,998.17,69.68
2024-04-17,India,4.986,5.02,7.13,4.18,1011.36,69.67
2024-04-18,India,5.01,5.0,7.39,4.38,990.64,70.02
2024-04-19,India,5.003,4.96,7.93,4.9,1003.36,69.77
2024-04-22,India,5.007,5.02,7.15,4.15,995.53,69.96
2024-04-23,India,4.995,5.01,6.59,3.53,995.81,69.95
2024-04-24,India,5.006,4.99,7.31,4.26,998.65,70.23
2024-04-25,India,5.001,5.02,7.92,4.94,1003.22,69.87
2024-04-26,India,4.99,5.0,6.31,3.41,1002.96,69.9
2024-04-29,India,5.007,5.01,7.93,4.88,1005.57,70.08
2024-04-30,India,5.003,5.02,7.36,4.34,1001.03,70.11
2024-05-01,India,4.993,4.99,7.7,4.51,995.36,69.87
2024-05-02,India,5.011,5.01,7.35,4.26,998.8,70.07
2024-05-03,India,5.003,4.98,7.14,4.02,998.33,70.03
2024-05-06,India,5.002,4.99,7.33,4.4,1006.66,70.13
2024-05-07,India,4.991,5.03,7.12,4.19,1005.52,70.1
2024-05-08,India,4.982,4.99,7.13,4.34,1000.43,70.03
2024-05-09,India,4.988,5.01,7.01,4.13,1004.6,70.17
2024-05-10,India,4.997,5.0,7.36,4.38,990.35,70.1
2024-05-13,India,4.992,4.99,7.72,4.73,1000.01,70.1
2024-05-14,India,5.005,4.98,6.95,3.95,1001.36,70.06
2024-05-15,India,5.026,4.98,7.47,4.35,1002.46,69.87
2024-05-16,India,5.017,4.96,6.61,3.5,998.15,70.32
2024-05-17,India,4.985,4.98,6.71,3.67,998.89,69.9
2024-05-20,India,5.014,5.03,6.82,3.99,989.21,70.05
2024-05-21,India,5.007,5.0,6.97,4.05,1003.27,70.34
2024-05-22,India,4.978,5.0,6.51,3.66,994.35,70.08
2024-05-23,India,5.004,5.03,7.03,4.21,998.81,69.72
2024-05-24,India,4.988,5.01,7.11,4.05,998.21,70.16
2024-05-27,India,4.996,5.02,7.19,4.22,1001.06,70.0
2024-05-28,India,5.016,5.0,7.0,4.03,1004.22,70.14
2024-05-29,India,4.997,4.98,6.53,3.54,1006.74,69.95
2024-05-30,India,4.994,4.96,7.72,4.66,1003.98,70.19
2024-05-31,India,4.998,5.0,7.75,4.73,1002.94,70.17
2024-06-03,India,5.006,5.0,6.98,3.9,1003.88,70.23
2024-06-04,India,5.006,5.01,6.79,3.85,1003.9,69.89
2024-06-05,India,5.0,5.03,7.64,4.61,998.52,69.98
2024-06-06,India,5.009,5.0,6.72,3.6,1000.91,69.88
2024-06-07,India,5.005,5.02,6.52,3.54,998.77,70.09
2024-06-10,India,5.006,4.99,6.24,3.14,994.4,70.05
2024-06-11,India,4.999,5.0,7.83,4.53,991.83,70.2
2024-06-12,India,4.998,5.02,7.5,4.36,1001.42,69.82
2024-06-13,India,5.009,5.0,6.89,3.93,1005.03,70.32
2024-06-14,India,4.988,5.01,6.83,3.97,1000.74,69.83
2024-06-17,India,4.984,4.98,6.47,3.54,993.37,69.92
2024-06-18,India,4.993,5.01,7.3,4.28,998.82,69.95
2024-06-19,India,4.992,4.98,7.34,4.51,999.6,69.94
2024-06-20,India,5.006,4.97,6.98,3.94,990.48,69.79
2024-06-21,India,4.999,5.01,7.1,4.05,994.6,69.68
2024-06-24,India,5.001,4.98,6.54,3.45,1000.95,69.89
2024-06-25,India,4.993,5.01,7.12,4.24,990.26,70.38
2024-06-26,India,4.988,5.01,7.77,4.75,997.0,69.71
2024-06-27,India,4.986,5.01,7.73,4.77,997.22,70.14
2024-06-28,India,4.993,5.01,7.03,4.07,999.92,70.35
2024-07-01,India,5.006,5.02,6.56,3.45,1003.2,69.7
2024-07-02,India,5.005,4.99,6.22,3.2,1002.7,70.03
2024-07-03,India,4.999,4.99,8.23,5.34,1004.36,70.0
2024-07-04,India,4.991,5.0,6.3,3.36,999.77,69.69
2024-07-05,India,5.005,4.98,6.25,3.36,1010.88,69.6
2024-07-08,India,5.004,4.98,6.81,3.75,1002.77,69.86
2024-07-09,India,4.986,5.01,7.29,4.32,1002.21,69.91
2024-07-10,India,4.992,5.0,7.26,4.23,1002.55,69.85
2024-07-11,India,5.016,4.99,6.93,4.07,999.03,70.11
2024-07-12,India,5.008,5.03,7.29,4.26,997.77,69.87
2024-07-15,India,5.01,5.02,6.48,3.41,1003.25,69.78
2024-07-16,India,5.005,4.98,5.76,2.78,1001.29,69.98
2024-07-17,India,5.029,5.01,7.08,4.04,997.79,70.19
2024-07-18,India,5.004,5.01,6.69,3.85,997.49,70.06
2024-07-19,India,4.996,5.01,6.89,3.85,995.12,70.04
2024-07-22,India,4.994,4.97,6.89,3.73,992.71,70.02
2024-07-23,India,5.008,5.05,6.8,3.86,994.17,70.23
2024-07-24,India,4.991,4.99,6.07,2.98,1005.79,70.17
2024-07-25,India,4.984,5.01,6.18,3.17,1001.03,70.06
2024-07-26,India,5.005,5.0,6.02,2.97,1000.49,69.82
2024-07-29,India,4.984,5.03,7.65,4.58,996.62,69.5
2024-07-30,India,5.008,5.01,6.82,3.71,1004.24,70.04
2024-07-31,India,5.0,5.0,7.34,4.43,1002.13,69.82
2024-08-01,India,5.013,5.01,6.67,3.66,995.73,70.3
2024-08-02,India,5.016,5.01,7.79,4.78,1003.82,70.24
2024-08-05,India,5.0,5.0,7.47,4.4,996.22,69.56
2024-08-06,India,4.998,4.96,6.46,3.55,997.16,70.16
2024-08-07,India,5.01,5.01,7.33,4.26,987.52,70.0
2024-08-08,India,4.982,5.01,5.96,2.98,1002.74,69.78
2024-08-09,India,5.01,5.01,7.2,4.13,998.2,70.03
2024-08-12,India,5.0,5.0,6.66,3.79,998.32,69.92
2024-08-13,India,4.993,5.02,6.43,3.45,1005.83,70.18
2024-08-14,India,5.012,4.99,7.38,4.49,998.62,69.96
2024-08-15,India,4.994,4.99,6.75,3.84,1004.28,69.96
2024-08-16,India,5.002,5.0,7.03,4.02,998.47,70.28
2024-08-19,India,5.008,5.0,6.78,3.79,1002.09,70.3
2024-08-20,India,4.986,5.01,7.58,4.73,999.09,69.79
2024-08-21,India,5.004,4.99,6.93,3.97,1003.6,70.05
2024-08-22,India,5.002,5.0,7.29,4.32,1008.5,69.75
2024-08-23,India,4.983,4.96,5.92,2.86,1002.76,70.24
2024-08-26,India,4.989,5.01,7.04,4.03,1003.13,69.85
2024-08-27,India,5.026,5.03,6.76,3.87,999.56,70.04
2024-08-28,India,5.011,4.98,7.12,4.27,1002.18,69.98
2024-08-29,India,5.019,4.97,7.65,4.82,993.36,69.66
2024-08-30,India,5.003,4.98,6.3,3.28,1002.26,70.01
2024-09-02,India,4.998,5.04,7.11,4.03,1000.71,69.78
2024-09-03,India,5.005,4.99,6.94,3.91,990.29,69.68
2024-09-04,India,5.009,4.99,6.68,3.66,998.07,70.08
2024-09-05,India,4.999,5.0,6.65,3.63,1005.53,69.89
2024-09-06,India,5.009,5.0,7.37,4.35,999.83,70.07
2024-09-09,India,5.012,5.0,7.24,4.28,1007.85,70.13
2024-09-10,India,5.001,5.0,7.49,4.55,991.09,70.01
2024-09-11,India,5.012,5.03,6.98,3.97,1002.6,69.95
2024-09-12,India,5.005,5.0,7.5,4.43,1004.05,69.96
2024-09-13,India,5.019,5.01,7.13,4.21,999.51,70.02
2024-09-16,India,4.992,4.99,6.91,3.91,991.19,69.97
2024-09-17,India,4.996,5.0,7.52,4.31,1003.39,69.75
2024-09-18,India,4.997,5.01,7.25,4.15,999.51,69.93
2024-09-19,India,5.018,5.0,6.49,3.35,992.52,69.3
2024-09-20,India,5.008,5.02,7.23,4.36,999.71,69.94
2024-09-23,India,4.995,5.03,6.5,3.47,1005.97,70.08
2024-09-24,India,5.012,5.01,7.23,4.19,1003.07,69.92
2024-09-25,India,4.987,5.02,7.6,4.57,997.26,69.69
2024-09-26,India,5.001,4.97,6.23,3.23,996.18,70.07
2024-09-27,India,4.998,4.99,6.14,3.22,995.92,69.75
2024-09-30,India,4.997,4.98,6.9,3.87,995.87,70.09
2024-10-01,India,4.986,4.98,6.92,3.85,1004.34,70.32
2024-10-02,India,4.996,5.0,6.48,3.61,1001.14,69.84
2024-10-03,India,5.012,4.97,7.21,4.31,995.9,70.11
2024-10-04,India,4.993,4.99,6.58,3.41,996.91,70.01
2024-10-07,India,4.998,5.0,6.7,3.72,1001.97,69.83
2024-10-08,India,5.011,5.02,7.33,4.32,985.05,70.08
2024-10-09,India,4.996,5.0,6.05,3.0,992.76,70.02
2024-10-10,India,5.009,4.99,7.6,4.67,1003.0,69.74
2024-10-11,India,5.01,5.02,7.25,4.29,992.99,69.92
2024-10-14,India,5.011,5.0,6.23,3.34,1006.27,70.1
2024-10-15,India,4.988,4.96,6.65,3.84,999.22,70.49
2024-10-16,India,4.984,5.0,7.65,4.58,999.26,69.97
2024-10-17,India,4.988,4.99,7.12,4.01,996.9,69.96
2024-10-18,India,4.991,5.0,7.4,4.33,994.15,70.03
2024-10-21,India,4.993,5.02,6.94,4.09,998.9,70.09
2024-10-22,India,5.002,4.99,6.7,3.8,998.03,69.83
2024-10-23,India,5.01,4.98,7.04,4.04,1004.73,70.22
2024-10-24,India,5.007,5.01,6.48,3.59,995.77,70.15
2024-10-25,India,5.001,5.02,7.52,4.59,1000.16,70.0
2024-10-28,India,4.997,4.99,7.58,4.58,1000.07,69.84
2024-10-29,India,5.007,4.98,7.21,4.16,997.94,70.06
2024-10-30,India,5.002,5.0,7.01,4.0,1000.65,70.01
2024-10-31,India,4.989,5.0,7.13,4.12,1004.77,70.12
2024-11-01,India,4.991,5.0,6.84,3.84,999.99,70.12
2024-11-04,India,5.002,5.02,7.15,4.23,997.66,70.12
2024-11-05,India,4.984,4.97,6.98,3.88,1006.54,69.96
2024-11-06,India,5.011,5.0,6.24,3.24,996.91,70.18
2024-11-07,India,5.0,4.97,6.22,3.23,987.9,69.9
2024-11-08,India,5.002,4.98,7.48,4.36,994.92,69.94
2024-11-11,India,5.01,5.0,6.3,3.32,995.74,70.22
2024-11-12,India,5.006,4.99,7.06,4.2,996.23,70.31
2024-11-13,India,5.001,5.02,7.13,4.0,990.01,69.96
2024-11-14,India,5.016,5.02,7.68,4.68,997.31,69.79
2024-11-15,India,4.989,5.02,7.27,4.28,1002.54,70.03
2024-11-18,India,5.01,5.02,6.49,3.46,991.66,70.03
2024-11-19,India,5.006,4.97,6.77,3.76,1001.17,69.94
2024-11-20,India,4.988,5.0,6.17,3.2,997.79,69.97
2024-11-21,India,4.994,4.97,6.79,3.69,1006.31,70.49
2024-11-22,India,5.017,4.98,6.77,3.77,999.57,70.01
2024-11-25,India,5.024,4.98,6.62,3.46,996.92,70.08
2024-11-26,India,5.01,5.01,7.11,4.01,995.53,69.9
2024-11-27,India,5.005,4.96,7.67,4.64,1000.77,69.67
2024-11-28,India,4.987,4.99,7.4,4.6,1003.94,69.93
2024-11-29,India,4.998,5.01,7.14,4.21,1003.12,69.54
2024-12-02,India,4.995,5.0,6.83,4.01,1003.79,69.75
2024-12-03,India,4.999,5.0,7.01,3.9,999.73,70.09
2024-12-04,India,4.999,5.01,7.71,4.7,1003.91,70.29
2024-12-05,India,5.014,4.99,7.51,4.49,1005.59,70.11
2024-12-06,India,5.003,5.01,7.14,4.11,999.21,69.95
2024-12-09,India,5.018,5.01,6.72,3.75,1005.28,69.85
2024-12-10,India,4.985,4.97,6.11,3.24,994.1,70.28
2024-12-11,India,5.0,4.99,6.27,3.29,991.31,69.93
2024-12-12,India,5.021,5.01,6.91,3.84,997.39,69.84
2024-12-13,India,5.017,4.98,6.8,3.77,995.32,70.13
2024-12-16,India,4.997,5.01,7.31,4.33,1008.55,69.87
2024-12-17,India,5.013,5.02,7.91,4.89,996.06,70.42
2024-12-18,India,4.997,4.98,6.89,3.99,1002.63,69.88
2024-12-19,India,4.997,5.02,7.33,4.33,1000.85,70.0
2024-12-20,India,4.996,5.0,7.25,4.26,1002.1,69.83
2024-12-23,India,4.994,4.99,6.7,3.57,1003.63,69.78
2024-12-24,India,5.004,4.99,6.65,3.8,1004.86,69.73
2024-12-25,India,4.999,4.98,7.37,4.4,999.33,69.98
2024-12-26,India,5.003,5.0,6.98,4.03,992.13,69.78
2024-12-27,India,5.007,4.99,6.66,3.8,991.4,69.86
2024-12-30,India,5.009,4.99,7.19,4.25,1003.19,69.93
2024-12-31,India,4.988,4.99,7.91,4.73,1002.43,69.97
2025-01-01,India,5.003,5.01,6.99,3.94,1001.04,69.94
2025-01-02,India,4.988,4.99,7.39,4.39,1001.5,69.94
2025-01-03,India,4.989,5.0,6.48,3.59,1006.03,69.92
2025-01-06,India,4.993,5.03,7.44,4.48,1002.14,69.95
2025-01-07,India,4.993,5.01,6.85,3.84,1005.11,70.18
2025-01-08,India,4.994,5.01,6.45,3.4,1000.74,70.08
2025-01-09,India,4.997,5.04,6.59,3.49,994.84,70.1
2025-01-10,India,5.006,5.0,6.75,3.74,1001.34,70.36
2025-01-13,India,4.991,4.99,7.13,4.16,999.5,70.21
2025-01-14,India,4.972,4.99,6.12,3.24,1012.02,70.12
2025-01-15,India,5.01,5.0,7.38,4.55,1005.19,69.84
2025-01-16,India,4.995,5.01,7.17,4.16,993.18,70.02
2025-01-17,India,5.01,4.99,7.65,4.73,1000.03,70.31
2025-01-20,India,4.993,5.02,8.01,4.99,997.36,69.85
2025-01-21,India,5.013,5.03,7.75,4.75,1005.19,69.99
2025-01-22,India,4.991,5.02,7.84,4.94,994.8,70.01
2025-01-23,India,5.01,4.98,7.09,4.15,1003.5,69.84
2025-01-24,India,5.008,5.0,6.53,3.52,990.31,69.89
2025-01-27,India,5.003,4.96,5.68,2.91,1006.64,69.98
2025-01-28,India,4.995,5.02,6.82,3.79,1000.13,69.91
2025-01-29,India,5.003,5.02,6.92,3.97,998.29,69.54
2025-01-30,India,5.003,4.98,7.29,4.3,1000.53,70.14
2025-01-31,India,4.991,5.01,7.14,4.16,995.36,70.12
2025-02-03,India,5.007,5.0,6.47,3.52,999.7,70.14
2025-02-04,India,4.984,4.99,6.79,3.8,993.49,69.96
2025-02-05,India,4.997,4.98,6.92,3.97,1002.48,69.82
2025-02-06,India,5.001,4.98,6.68,3.65,1001.17,69.92
2025-02-07,India,4.997,4.97,7.67,4.6,1003.26,69.68
2025-02-10,India,4.994,4.99,6.03,2.94,1007.27,70.41
2025-02-11,India,4.99,5.0,7.66,4.69,997.17,69.63
2025-02-12,India,5.011,5.0,6.63,3.61,1000.77,70.03
2025-02-13,India,4.998,5.03,6.97,3.8,1002.82,70.07
2025-02-14,India,4.999,5.02,7.08,4.17,995.17,70.08
2025-02-17,India,4.991,5.0,7.53,4.5,996.39,70.28
2025-02-18,India,5.005,5.02,5.89,2.85,1004.21,70.34
2025-02-19,India,4.985,5.02,7.85,5.05,1002.39,70.12
2025-02-20,India,4.997,4.99,7.32,4.39,998.91,70.16
2025-02-21,India,5.018,5.01,7.08,4.13,994.95,70.22
2025-02-24,India,4.998,5.02,6.86,3.92,1002.1,69.98
2025-02-25,India,4.988,5.04,6.72,3.63,1004.21,69.75
2025-02-26,India,4.99,4.99,6.56,3.39,999.0,70.18
2025-02-27,India,5.005,5.01,7.03,3.9,995.87,70.35
2025-02-28,India,4.987,5.02,6.31,3.34,1000.47,69.9
2025-03-03,India,4.998,4.97,6.48,3.43,1000.15,69.86
2025-03-04,India,5.013,4.98,6.79,3.85,1003.08,70.01
2025-03-05,India,4.999,4.96,7.4,4.42,1000.58,69.85
2025-03-06,India,4.991,5.03,6.14,3.25,1007.4,70.13
2025-03-07,India,4.997,5.02,7.25,4.23,1001.13,70.09
2025-03-10,India,5.005,5.04,6.95,3.96,993.82,69.99
2025-03-11,India,5.019,5.02,6.75,3.74,993.52,69.81
2025-03-12,India,5.001,4.99,6.47,3.42,999.59,69.69
2025-03-13,India,4.979,4.99,6.19,3.38,1005.64,69.98
2025-03-14,India,4.997,5.0,6.43,3.39,999.35,69.85
2025-03-17,India,4.994,4.98,6.77,3.8,997.84,70.01
2025-03-18,India,4.999,5.0,7.48,4.42,1004.77,69.83
2025-03-19,India,4.995,5.01,7.35,4.42,1003.06,69.81
2025-03-20,India,5.005,5.0,6.31,3.35,1010.91,70.04
2025-03-21,India,5.023,4.97,7.35,4.6,1000.0,70.13
2025-03-24,India,5.008,4.98,7.5,4.56,999.18,69.91
2025-03-25,India,4.989,5.03,7.06,3.95,1005.22,69.81
2025-03-26,India,5.012,5.01,6.49,3.44,994.89,70.32
2025-03-27,India,5.008,5.0,7.63,4.79,996.25,69.95
2025-03-28,India,5.022,4.98,6.12,3.27,1004.53,69.88
2025-03-31,India,4.998,5.02,6.94,3.92,1002.68,69.91
2025-04-01,India,4.998,5.0,7.44,4.52,984.9,70.14
2025-04-02,India,5.009,5.0,7.14,4.19,1002.5,70.17
2025-04-03,India,5.001,5.05,6.27,3.25,994.13,70.18
2025-04-04,India,4.984,4.97,6.66,3.63,997.02,69.88
2025-04-07,India,4.998,5.0,7.74,4.67,998.38,70.42
2025-04-08,India,5.005,4.98,7.11,4.06,996.56,69.79
2025-04-09,India,5.001,4.99,7.73,4.66,996.8,70.09
2025-04-10,India,5.013,4.97,6.46,3.46,1000.18,69.99
2025-04-11,India,4.997,4.99,7.19,4.07,997.6,70.49
2025-04-14,India,5.02,5.03,7.34,4.14,998.55,69.83
2025-04-15,India,4.995,4.98,7.04,4.01,1001.0,70.0
2025-04-16,India,5.001,5.03,7.34,4.25,1000.95,69.68
2025-04-17,India,4.982,5.04,6.78,3.84,1001.23,70.11
2025-04-18,India,5.007,5.04,7.79,4.87,1004.84,69.92
2025-04-21,India,4.999,4.98,6.13,3.13,995.22,70.19
2025-04-22,India,4.997,5.01,7.69,4.84,996.38,70.04
2025-04-23,India,5.003,5.02,7.46,4.45,1001.52,70.07
2025-04-24,India,4.985,5.0,7.12,4.08,995.38,69.75
2025-04-25,India,4.998,5.04,6.63,3.51,1007.92,70.01
2025-04-28,India,4.993,5.01,7.11,4.19,996.71,70.09
2025-04-29,India,5.009,4.99,6.96,3.89,999.14,69.94
2025-04-30,India,4.992,4.98,8.32,5.34,1006.83,70.34
2025-05-01,India,4.998,5.01,7.06,4.22,992.24,70.01
2025-05-02,India,4.996,5.04,6.92,3.72,997.62,70.38
2025-05-05,India,5.005,5.01,6.76,3.7,1008.46,69.97
2025-05-06,India,4.997,5.0,7.81,4.72,1007.24,70.06
2025-05-07,India,5.0,5.01,7.54,4.57,1006.84,70.07
2025-05-08,India,4.976,5.02,6.38,3.3,1004.51,70.07
2025-05-09,India,5.005,5.02,6.77,3.69,1005.82,70.35
2025-05-12,India,4.989,5.01,6.53,3.63,1001.8,70.02
2025-05-13,India,5.011,4.99,6.93,3.9,995.69,69.86
2025-05-14,India,5.011,4.99,7.58,4.52,992.26,70.11
2025-05-15,India,5.005,5.01,6.94,4.03,1006.73,69.98
2025-05-16,India,4.991,5.01,6.64,3.73,998.12,69.87
2025-05-19,India,4.991,5.02,6.96,3.83,995.73,69.65
2025-05-20,India,5.001,5.04,7.3,3.98,1001.66,70.05
2025-05-21,India,4.978,5.01,7.09,4.13,999.32,69.99
2025-05-22,India,4.998,5.04,6.86,3.84,997.98,70.16
2025-05-23,India,5.002,4.99,6.03,3.01,998.45,69.99
2025-05-26,India,4.988,5.03,7.46,4.31,1005.73,70.12
2025-05-27,India,4.989,5.04,6.57,3.6,1003.53,70.15
2025-05-28,India,5.006,4.99,6.69,3.44,999.8,69.97
2025-05-29,India,4.993,5.0,7.1,4.11,1001.91,70.35
2025-05-30,India,4.994,5.0,6.68,3.65,997.16,69.89
2025-06-02,India,4.985,5.0,7.22,4.03,1002.35,69.91
2025-06-03,India,4.986,4.98,6.33,3.14,1001.44,69.88
2025-06-04,India,4.99,4.98,6.68,3.55,999.85,69.71
2025-06-05,India,5.023,4.98,6.68,3.55,1002.08,69.91
2025-06-06,India,4.988,4.98,6.53,3.53,1000.96,69.97
2025-06-09,India,5.0,4.98,7.13,4.0,999.19,69.96
2025-06-10,India,5.001,5.02,6.58,3.43,1002.11,70.01
2025-06-11,India,5.012,4.98,7.24,4.19,995.32,70.09
2025-06-12,India,5.003,5.0,7.43,4.49,1001.35,69.97
2025-06-13,India,4.994,5.01,6.91,4.05,990.99,70.16
2025-06-16,India,4.988,5.01,7.03,4.07,1009.78,70.04
2025-06-17,India,5.008,5.01,6.89,3.89,1007.29,70.22
2025-06-18,India,5.02,5.0,6.57,3.61,994.06,70.15
2025-06-19,India,4.994,4.94,8.17,5.23,997.12,70.33
2025-06-20,India,4.988,5.02,6.73,3.86,1008.53,70.18
2025-06-23,India,5.009,5.01,7.31,4.43,1000.56,69.81
2025-06-24,India,4.986,5.01,7.59,4.63,998.94,69.77
2025-06-25,India,5.0,5.02,7.41,4.36,996.91,69.87
2025-06-26,India,5.008,5.02,6.93,3.97,1005.84,69.93
2025-06-27,India,5.007,5.0,6.47,3.31,1000.6,69.86
2025-06-30,India,4.986,4.97,6.79,3.6,997.08,70.29
2025-07-01,India,4.999,4.98,6.74,3.87,995.72,69.82
2020-01-01,Mexico,4.981,5.03,7.14,4.2,1001.11,69.83
2020-01-02,Mexico,4.973,5.06,7.15,4.21,990.33,69.7
